transcription,recording_id,audio,model_transcription
radio check how do you read me ,061_0348,"{'array': array([-0.00621864, -0.01315205, -0.01391965, ..., -0.00087538,
       -0.01086098,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_005.wav', 'sampling_rate': 16000}",A RADIO TRECK HOW DO YOU ROT ME
that's fine ,061_0349,"{'array': array([-0.00987921, -0.01625776, -0.00379241, ...,  0.00682567,
       -0.006192  , -0.00192204], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_006.wav', 'sampling_rate': 16000}",THATS
berlin five two five five direct to frankfurt ,061_0350,"{'array': array([-0.01232237, -0.00418697, -0.01280707, ..., -0.00578559,
       -0.00408092,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_007.wav', 'sampling_rate': 16000}",EN FIVE TWO FIVE FIVE DIRECT O FONG FOT
tag swissair eight zero six identified climb flight level three one zero ,061_0351,"{'array': array([-0.01365106, -0.01307284,  0.00359143, ..., -0.00950752,
        0.00235535,  0.00055545], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_008.wav', 'sampling_rate': 16000}",TAX WAS A ZERO SIX IDENTIFIED CLUM FLOOD LEVEL AT THREE ONE ZERO
swissair eight zero six climb with thousand five hundred feet per minute or more ,061_0352,"{'array': array([-0.00588079, -0.00750028, -0.0073605 , ..., -0.00962641,
       -0.00310184,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_009.wav', 'sampling_rate': 16000}",ISAS EIGHT ZERO SIX GLAMORS ONE THOUSAND FIVE HUNDRED FEET PER MINUTE AL MOR
sobelair two five two one contact rhein frequency one three two decimal four tschuss ,061_0353,"{'array': array([-0.00584282, -0.00867234,  0.00361106, ..., -0.00071887,
        0.00108435,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_010.wav', 'sampling_rate': 16000}",SOBELET TWO FIVE TO ONE CONTACT LINE FREQUENCY ONE THREE TWO DESIMAR FORTRISS
swissair eight zero six continue climb to flight level three five zero ,061_0354,"{'array': array([-0.01147873, -0.01002701, -0.01284756, ...,  0.00033955,
        0.00073451,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_011.wav', 'sampling_rate': 16000}",SO IS THA EIGHT ZERO SIX CONTINUO CLIMB TO FLOOD LEVE THREE FIVE ZERO
lufthansa four four zero eight contact zurich one three four six tschuss ,061_0355,"{'array': array([-0.00971412, -0.0101885 , -0.01224394, ..., -0.00891464,
        0.0023265 , -0.0005789 ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_012.wav', 'sampling_rate': 16000}",LOT ONA FOR FOZEO EIGHT CONTEC SELISH MONTHLY FOR SEXTRAS
[EMPTY] ,061_0356,"{'array': array([-0.00335999, -0.00831445, -0.010206  , ..., -0.00060392,
        0.00067571, -0.00016929], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_013.wav', 'sampling_rate': 16000}",
[EMPTY] ,061_0357,"{'array': array([ 5.2341947e-04,  8.3113235e-05, -2.1432904e-03, ...,
        7.2561794e-05,  1.9731717e-04, -1.8462128e-04], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_014.wav', 'sampling_rate': 16000}",
tag swissair nine three six zero identified ,061_0358,"{'array': array([-0.02583122, -0.0132049 ,  0.00560177, ...,  0.00107243,
       -0.00048641,  0.00146277], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_015.wav', 'sampling_rate': 16000}",TAX WAS A NONE TH SIX E IDENTIFIED
swissair eight zero six what is your rate of climb ,061_0359,"{'array': array([-0.00223688, -0.00687442, -0.00700706, ...,  0.00325181,
       -0.00349831, -0.01047121], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_016.wav', 'sampling_rate': 16000}",SOIA TL SIX WHAT IS HE RATE OF CLIMB
affirm i gave you a rate of climb of one thousand five hundred or more and you read it back ,061_0360,"{'array': array([-0.01654001, -0.01915537, -0.00534937, ...,  0.00037499,
       -0.00510682, -0.01010446], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_017.wav', 'sampling_rate': 16000}",AFUM I GIVE YOU A RATE OF CLIMBER OF ONE THOUSAND FIVE HUNDRED ON MOR AND YOU' RITE IT BACK
jat two seven three guten tag identified ,061_0361,"{'array': array([ 0.00158845, -0.00152011, -0.00186247, ..., -0.00115319,
       -0.01132955,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_018.wav', 'sampling_rate': 16000}",YEAH TWO SEVEN THREE WOULDNT TARGET ANTIFIED
lufthansa three five six six guten tag identified climb flight level two nine zero ,061_0362,"{'array': array([-0.00944909, -0.00417396,  0.00185827, ..., -0.00077882,
        0.00228327, -0.00553552], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_019.wav', 'sampling_rate': 16000}",LOFT ON THAT THREE FIVE SIX SIX WOULDN'T TAG IDENTIFY ED GLAM FLOT LEVEL TWO NINEA ZERO
lufthansa three five six six direct to trasadingen ,061_0363,"{'array': array([-0.00021643, -0.00137812,  0.00254017, ...,  0.00081848,
       -0.00021859,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_020.wav', 'sampling_rate': 16000}",LEFT UNDHER THREE FIVE SIX SIX DIRECT TOO TOSETING
@bama one five contact zurich one three four decimal six tschuss ,061_0364,"{'array': array([-0.01263725, -0.01044164, -0.01354616, ...,  0.00139492,
       -0.00144537,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_021.wav', 'sampling_rate': 16000}",BY MY ONE FIVE CONDICT U ISS ON THREE FOUR DESAMISIX TRIS
airals one zero eight eight contact rhein one two seven three seven tschuss ,061_0365,"{'array': array([-0.01112962, -0.0102151 , -0.0083916 , ..., -0.00454519,
        0.00255846, -0.00134468], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_022.wav', 'sampling_rate': 16000}",AH IT'S ONE ZERO EIGHT EIGHT CONTEC INE ONE TO SEVEN THREE SEVEN TROPS
alitalia two seven four contact rhein frequency one two seven three seven tschuss ,061_0366,"{'array': array([-0.00459401, -0.01169176, -0.01283209, ...,  0.00034527,
        0.00020743,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_023.wav', 'sampling_rate': 16000}",ILE TELL YOU A TWO SEVEN FOUR CONDECLINE FREQUENCY ONE TWO SEVEN THREE SEVEN TRUST
[EMPTY] ,061_0367,"{'array': array([-0.00603351, -0.01431016,  0.00143546, ..., -0.01000983,
        0.00122514,  0.00060171], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_024.wav', 'sampling_rate': 16000}",
hoi ~k ~l ~m three four six identified ,061_0368,"{'array': array([ 0.00130983, -0.00103221, -0.0029077 , ..., -0.00336717,
       -0.00202796,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_025.wav', 'sampling_rate': 16000}",ICA EM THREE FOUR SIX IDENTIFIED
[EMPTY] ,061_0369,"{'array': array([-0.0067345 , -0.01084595, -0.00438055, ...,  0.00085388,
        0.00036267,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_026.wav', 'sampling_rate': 16000}",
swissair eight zero six contact rhein one two seven three seven tschuss ,061_0370,"{'array': array([-8.9056073e-03, -7.8590866e-03, -6.0495054e-03, ...,
        6.0028472e-04,  6.7923502e-05,  0.0000000e+00], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_027.wav', 'sampling_rate': 16000}",SO IS THA EIGHT ZERO SIX CONTECT INE ONE TO SEVEN THREE SEVEN TRIST
swissair nine three six zero rhein one two seven three seven tschuss ,061_0371,"{'array': array([-0.00220563, -0.01163859, -0.01583661, ..., -0.00066781,
        0.0005221 , -0.00708137], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_028.wav', 'sampling_rate': 16000}",WAS A NINE O THREE SIX ERO LINE ONE TO SEVEN THRE SEVEN TROOPS
tag lufthansa three six zero four identified ,061_0372,"{'array': array([-0.00188003, -0.0059089 , -0.00821059, ..., -0.00382965,
       -0.00117366,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_029.wav', 'sampling_rate': 16000}",I LOOKED ON THAT THREE SIX ZERO FOR IDENTIFIED
tag britannia three two seven alfa identified ,061_0373,"{'array': array([-0.00752476, -0.00668002,  0.00187567, ...,  0.00031493,
       -0.00704108, -0.01059615], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_030.wav', 'sampling_rate': 16000}",TALK BOUT TINATETS OF SEVEN I IF I IDENTIFY IT
tag sabena eight three zero identified ,061_0374,"{'array': array([-0.00287024, -0.00607205, -0.00431702, ..., -0.00712472,
       -0.00466514,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_031.wav', 'sampling_rate': 16000}",TAK FOR BEN I A THREE ZERO IDENTIFIED
[EMPTY] ,061_0375,"{'array': array([-0.01168688, -0.00126127, -0.00023421, ...,  0.0008337 ,
       -0.00588748, -0.00936456], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_032.wav', 'sampling_rate': 16000}",
alitalia six four seven four guten tag identified ,061_0376,"{'array': array([-0.0061917 , -0.01279314, -0.01425922, ..., -0.00597446,
       -0.00768909,  0.00300692], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_033.wav', 'sampling_rate': 16000}",AND THEY TOLD YOU A SIX FOUR SEVEN FOURGON TAG IDENTIFIED
[FRAGMENT] hapag lloyd one one two identified ,061_0377,"{'array': array([-0.00901966, -0.01591592, -0.01222527, ..., -0.00664347,
       -0.00765354,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_034.wav', 'sampling_rate': 16000}",E TWOIDET
tarom three seven two contact rhein one three two four ,061_0378,"{'array': array([-0.00439704, -0.01172902, -0.01239284, ...,  0.0008849 ,
       -0.01275141, -0.01234509], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_035.wav', 'sampling_rate': 16000}",TO OM THREE SEVEN TWO CON LIKE NINE ONE THREE TWO FOUR
berlin five two five five contact rhein one two seven three seven ,061_0379,"{'array': array([-0.0050069 , -0.00447853, -0.00339865, ..., -0.00059474,
       -0.00976704,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_036.wav', 'sampling_rate': 16000}",BILLION FIVE TWO FIVE FIVE CONTRACT LINE ONE TWO SEVEN THREE SEVEN
lufthansa three six zero four direct to trasadingen ,061_0380,"{'array': array([-0.00693699, -0.02015516, -0.00669428, ..., -0.01113315,
        0.00369884,  0.0038092 ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_037.wav', 'sampling_rate': 16000}",LOS F TIMES A THREE SIX ZERO FOUR DIRECT ECLOSETING
tag lufthansa four seven zero zero identified ,061_0381,"{'array': array([-0.00239914, -0.01109374, -0.00992671, ..., -0.00038182,
       -0.00072682,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_038.wav', 'sampling_rate': 16000}",THOG LOOFET UNDER FOUR SEVEN ZERO ZERO IDENTIFI ET
tag speedbird one two nine identified ,061_0382,"{'array': array([-0.00568731, -0.0210213 , -0.00697573, ..., -0.00128347,
        0.00231052,  0.00090897], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_039.wav', 'sampling_rate': 16000}",TAX PEOPLE AN TO NINE IDENTIFIED
tag lufthansa four two zero seven identified ,061_0383,"{'array': array([-0.00516163, -0.00157802, -0.00553232, ..., -0.01118858,
       -0.00244943,  0.00094212], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_040.wav', 'sampling_rate': 16000}",TAK LITON THEY'LL FLOT TO THE OTHER SEVEN IDENTIFIED
lufthansa three six zero four climb flight level two nine zero ,061_0384,"{'array': array([-6.2082070e-03, -1.0804789e-02, -9.3212873e-03, ...,
        1.6633198e-03,  4.0979572e-05,  0.0000000e+00], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_041.wav', 'sampling_rate': 16000}",LOFT UNDER THREE SIX ZERO FOUR CLIMB FLOT LEVER TWO NINEO ZERO
sabena eight three zero contact rhein frequency one two seven three seven tschuss ,061_0385,"{'array': array([-0.00697745, -0.01344546, -0.00887945, ...,  0.00175724,
       -0.0093594 ,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_042.wav', 'sampling_rate': 16000}",SO BE NO EIGH THREE ZERO CONDECT IND FREQUENCY ONE TO SEVEN THREE SEVEN TRIS
tag lufthansa five two three six identified ,061_0386,"{'array': array([-0.01155367, -0.01413856, -0.00765884, ...,  0.00033391,
       -0.00434056, -0.00936178], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_043.wav', 'sampling_rate': 16000}",TAGLOTS ON THE FIVE TWO TREE SIG IDENTIFIED
tag golf bravo victor juliett india identified ,061_0387,"{'array': array([-0.00584083, -0.01225889, -0.01332016, ..., -0.00350463,
        0.0022468 ,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_044.wav', 'sampling_rate': 16000}",TALKE ABOUT PUAVA VICTA DRULY DIDN'T BE IDENTIFIED
lufthansa four seven zero zero climb flight level two nine zero ,061_0388,"{'array': array([-0.01488616, -0.01125639, -0.00751875, ..., -0.00395589,
       -0.00871692,  0.0041256 ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_045.wav', 'sampling_rate': 16000}",LOFET UNDER FOUR SEVEN ZERO ZERO CLAMFIL AT OVER TWO NINEO ZERO
@indialook guten tag identified ,061_0389,"{'array': array([-0.00151556, -0.00281236, -0.00592528, ...,  0.0021978 ,
       -0.00052912,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_046.wav', 'sampling_rate': 16000}",AND YOU LOOKO ANTI IDENTIFIED
~k ~l ~m three four six report your heading ,061_0390,"{'array': array([-0.00990654, -0.01791451, -0.01103396, ...,  0.00188283,
       -0.00863792,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_047.wav', 'sampling_rate': 16000}",CALL TEM THREE FOUR SIX REPORT YOU'RE HEADING
roger turn left heading three five five radar vectors nattenheim ,061_0391,"{'array': array([-0.00741501, -0.00580623, -0.00786383, ..., -0.00156384,
       -0.01449381,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_048.wav', 'sampling_rate': 16000}",OR DOTUN LEFT HEADING THREE FIVE FIVE ADA VECTAS AN ATENHIM
@indialook climb flight level two nine zero ,061_0392,"{'array': array([-0.00520018, -0.01061527, -0.00420942, ...,  0.00090193,
        0.00040564,  0.00054824], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_049.wav', 'sampling_rate': 16000}",AND YOU LOOK CLAM FLOT LEVER TWO NINEA ZERO
tag saudia one zero six identified ,061_0393,"{'array': array([-0.00589422, -0.00540815,  0.00138736, ...,  0.00200633,
       -0.01021145,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_050.wav', 'sampling_rate': 16000}",TAX AUDO ONE ZERO SIX IDENTIFY IT
lufthansa five two three six contact rhein one two seven three seven tschuss ,061_0394,"{'array': array([-0.006783  , -0.01004472, -0.00066102, ..., -0.00926785,
       -0.00655525,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_051.wav', 'sampling_rate': 16000}",LOFT UNDER FIVE TWO THREE SIX CONDECT LIN ONE TO SEVEN THREE SEVEN TRUS
britannia three two seven alfa contact rhein frequency one three two decimal four tschuss ,061_0395,"{'array': array([-0.00769799, -0.01666709, -0.00884976, ...,  0.00091211,
       -0.00373333, -0.02070766], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_052.wav', 'sampling_rate': 16000}",WATONYOA THREE TWO SEVEN IR FOR CONTACT LIONE FREQUENCY ONE THREE TWO DESIMER FORTRISS
lufthansa three five six six zurich one three fo= ,061_0396,"{'array': array([-0.00033039, -0.01439883, -0.01027427, ..., -0.05243943,
       -0.05836093,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_053.wav', 'sampling_rate': 16000}",LOFTON U T FIVE SIX SIX SULISH MONTHLY
one three four six tschuss ,061_0397,"{'array': array([-0.01126509, -0.00926263,  0.00194897, ..., -0.00826821,
       -0.00891677,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_054.wav', 'sampling_rate': 16000}",ONTR FOUR SIX TRIS
hapag lloyd one one two rhein one two seven three seven tschuss ,061_0398,"{'array': array([-6.4584543e-03, -1.2889708e-02, -1.1664758e-02, ...,
        5.2586052e-04,  7.9711062e-05,  0.0000000e+00], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_055.wav', 'sampling_rate': 16000}",I GLOD ONE ONE TWO LIN ONE TWO SEVEN THREE SEVEN TRUS
hapag lloyd one one two one two seven three seven tschu ,061_0399,"{'array': array([-0.00055624, -0.01226103, -0.01366705, ..., -0.00072273,
       -0.00993005, -0.00024165], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_056.wav', 'sampling_rate': 16000}",HOPOGLOID ONE ONE TWO ONE TWO SEVEN THREE SEVEN TRUR
~k ~l ~m three four six direct nattenheim ,061_0400,"{'array': array([-0.00399959, -0.00524457, -0.00351589, ..., -0.00138484,
       -0.01103142,  0.00210981], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_057.wav', 'sampling_rate': 16000}",CA M THEE FOR SIX DIICT IN NOTENHEIME
hotel tango romeo schonen tag identified ,061_0401,"{'array': array([-0.00510594, -0.02062458, -0.01121592, ..., -0.00549917,
       -0.00626987,  0.00203921], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_058.wav', 'sampling_rate': 16000}",WHAT THEY'RE TANGOOMIO SHOING ONTAH IDENTIFIED
speedbird one two nine contact rhein one three two four tschuss ,061_0402,"{'array': array([-0.01003298, -0.00447462,  0.00243134, ..., -0.0013335 ,
        0.00227225, -0.00215292], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_059.wav', 'sampling_rate': 16000}",SPEEP AT ONE TO NINE CONDECTINE ONE TRAY TWO FORTRISS
tag lufthansa three five five zero identified climb to flight level two seven zero ,061_0403,"{'array': array([-0.00548255, -0.0041977 , -0.00956329, ...,  0.00267621,
       -0.00596671, -0.00687933], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_060.wav', 'sampling_rate': 16000}",TA LUFT ON THE THREE FIVE FIVE ZERO I IDENTIFY TE CLAMB TO FLOOD LEVEL TWO SEVEN ZERO
tag lufthansa four two zero nine identified ,061_0404,"{'array': array([-0.01480664, -0.0090985 , -0.00636206, ..., -0.00812834,
       -0.00700605, -0.00196061], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_061.wav', 'sampling_rate': 16000}",TALK LOFTS ON TO THE FOURTH O ZERO NINE IDENTIFIED
tag sabena eight three six identified ,061_0405,"{'array': array([-0.01045434, -0.00203873,  0.00143439, ..., -0.00804216,
       -0.01107162,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_062.wav', 'sampling_rate': 16000}",TAS I'E BEEN ON EGHT THIRTY SIX IDENTIFY IT
bee med one guten tag identified ,061_0406,"{'array': array([-0.00815375, -0.01235996, -0.00422172, ...,  0.00289761,
       -0.00328166,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_063.wav', 'sampling_rate': 16000}",BE MATVAN GOOTINTAG IDENTIFIED
[EMPTY] ,061_0407,"{'array': array([-0.00326119, -0.01185147, -0.00861595, ...,  0.00021147,
        0.00085795, -0.00117998], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_064.wav', 'sampling_rate': 16000}",
jat two seven three contact munchen one three four five two tschuss ,061_0408,"{'array': array([-0.00642266, -0.01955042, -0.02082715, ...,  0.00180096,
        0.00613647, -0.00057423], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_065.wav', 'sampling_rate': 16000}",YETT TWO SEVEN THREE CONTECT MINCION ONE THREE FOUR FIVE TWO TRIS
jat two seven three ,061_0409,"{'array': array([-0.00893899, -0.01202088, -0.00554699, ..., -0.00049319,
       -0.00239386,  0.00030872], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_066.wav', 'sampling_rate': 16000}",YET TWO SEVEN THREE
oh it's one three four five two ,061_0410,"{'array': array([-0.00753319, -0.00919965, -0.01186859, ...,  0.00144488,
       -0.00124174,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_067.wav', 'sampling_rate': 16000}",OH IT'S MONTHLY FOUR FIVE TOO
lufthansa three six zero four contact zurich one three four six tschuss ,061_0411,"{'array': array([-0.00673361, -0.0140775 , -0.01082348, ...,  0.00111027,
       -0.00271336, -0.0098247 ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_068.wav', 'sampling_rate': 16000}",MOST TIMES A THREE SIX ZEARO FAL CONTECT SU ICH MONTHLY FOR SIXTRAS
[EMPTY] ,061_0412,"{'array': array([-0.00490265, -0.01372653, -0.01183651, ...,  0.00199674,
       -0.00667961, -0.00835748], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_069.wav', 'sampling_rate': 16000}",
~k ~l ~m three four six contact rhein one two seven three seven tschuss ,061_0413,"{'array': array([-0.00552131, -0.01422396, -0.00954608, ..., -0.00836727,
       -0.00451123,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_070.wav', 'sampling_rate': 16000}",CA M THREE FOUR SIX CONDECTINE ONE TO SEVEN THREE SEVEN CHUS
alitalia six four seven four contact rhein one two seven three seven tschuss ,061_0414,"{'array': array([-0.00517124, -0.00302456, -0.00364151, ...,  0.00586965,
       -0.00363507, -0.00753251], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_071.wav', 'sampling_rate': 16000}",OL YO TELL YOU SIX FOUR SEVEN FOUR CONTECT INE ONE TWO SEVEN THREE SEVEN TRUST
lufthansa four two zero seven rhein one three two four tschuss ,061_0415,"{'array': array([-8.6756162e-03, -1.2814987e-02, -1.9386686e-02, ...,
        4.7008623e-05,  1.4726231e-04, -3.9118305e-03], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_072.wav', 'sampling_rate': 16000}",LOOFT ON THE FOUR TW ZERO SEVEN LINE ONE TRE TWO FORTRESS
tag lufthansa five five zero four identified report your heading ,061_0416,"{'array': array([-0.005138  , -0.01394155, -0.009431  , ...,  0.00195413,
       -0.00769454, -0.00637564], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_073.wav', 'sampling_rate': 16000}",TA LOOKED ON THE FIVE FIVE ZERO FOUR IDENTIFIED  REPORT YOUR HEADING
roger turn right heading one nine five ,061_0417,"{'array': array([ 0.00103195, -0.00647949, -0.01742113, ...,  0.00399885,
       -0.00857002, -0.00400678], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_074.wav', 'sampling_rate': 16000}",WADROTONIT HADDING ONE NINE O FIVE
golf juliett india direct to trasadingen ,061_0418,"{'array': array([-0.00792335, -0.00521619, -0.0110729 , ...,  0.00060438,
       -0.00976456,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_075.wav', 'sampling_rate': 16000}",GORF JULIET AND YEAH DIRECT TO CLOSETING AND
lufthansa three five five zero proceed direct to tran= trasadingen climb flight level two nine zero ,061_0419,"{'array': array([-0.00252321, -0.00958168, -0.01027249, ...,  0.00054518,
        0.00080812,  0.00021191], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_076.wav', 'sampling_rate': 16000}",LOFT UNDER THE FIVE FIVE ZERO POCET DIRECT TO TON TAZETING AND GLAMFILAT LEVER TWO NINE A ZERO
you called in already and four two zero nine identified again ,061_0420,"{'array': array([-0.00898829, -0.01366819, -0.01449598, ..., -0.00863968,
       -0.00537653,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_077.wav', 'sampling_rate': 16000}",YOU CAUGHTT IN AREDY AND FOTHO ILININ IDENTIFIED AGAIN
lufthansa four two zero seven do you still read ,061_0421,"{'array': array([-0.00500353, -0.00988266, -0.00543776, ...,  0.00036134,
        0.00025891,  0.00064098], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_078.wav', 'sampling_rate': 16000}",LOFT ON THE FOUR TO ZERO SEVEN DO YOU STILL READ
four two zero seven rhein frequency one three two four ,061_0422,"{'array': array([ 0.00222866, -0.00172959, -0.00655666, ..., -0.00359035,
       -0.01202124,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_079.wav', 'sampling_rate': 16000}",FOUR TWO ZERO SEVEN LION FREQUENCY ONE THREE TWO FOUR
saudia one zero six contact rhein one three two four ,061_0423,"{'array': array([-0.00443495, -0.01343853, -0.01435234, ...,  0.01124311,
       -0.01225459,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_080.wav', 'sampling_rate': 16000}",ZADIA ONE ZERO SIX CONTECT LINE ONE THREE TWO FOUR
lufthansa four seven zero zero contact zurich one three four six ,061_0424,"{'array': array([ 0.00524376, -0.00031077, -0.00693986, ..., -0.00939157,
       -0.00458433, -0.00702578], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_081.wav', 'sampling_rate': 16000}",LOOFED UNDER FOUR SEVEN ZERO ZERO CONTEC SRISH ONE THREE FOUR SIX
hotel tango romeo contact rhein one two seven three seven tschuss ,061_0425,"{'array': array([-0.00733637, -0.01538903, -0.01499129, ..., -0.00076896,
        0.00058539,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_082.wav', 'sampling_rate': 16000}",WOH THEY'RE TANGOOMIO CON THEYLYN ONE TO SEVEN THREE SEVENHRIS
tag belgian airforce four four identified report your heading ,061_0426,"{'array': array([-3.2179309e-03, -6.5354183e-03, -5.2387249e-03, ...,
        3.6397949e-04,  7.4152027e-05,  0.0000000e+00], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_083.wav', 'sampling_rate': 16000}",TOG BADRUM AFOS FO FOR IDENTIFI TO REPORT YOUR HEADING
roger turn right heading three two five ,061_0427,"{'array': array([-1.4542886e-05, -1.2034213e-03,  1.4750911e-03, ...,
        5.2824890e-04, -1.9722794e-04,  0.0000000e+00], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_06/sm4_06_084.wav', 'sampling_rate': 16000}",CATRA TON RIGHT HADING THREE TWO FIVE
