transcription,recording_id,audio
alitalia four zero four good afternoon squawk seven five three two ,101_0743,atcosim/WAVdata/zf1/zf1_07/zf1_07_107.wav
air malta one zero four could you accept level three six zero ,101_0744,atcosim/WAVdata/zf1/zf1_07/zf1_07_108.wav
roger call you back for climb ,101_0745,atcosim/WAVdata/zf1/zf1_07/zf1_07_109.wav
air berlin five two six one good afternoon maintain three three zero trasadingen st prex ,101_0746,atcosim/WAVdata/zf1/zf1_07/zf1_07_110.wav
alitalia four one six climb to flight level three hundred ,101_0747,atcosim/WAVdata/zf1/zf1_07/zf1_07_111.wav
airlink one three turn left one zero degrees due traffic ,101_0748,atcosim/WAVdata/zf1/zf1_07/zf1_07_112.wav
french air for= ah say again please ,101_0749,atcosim/WAVdata/zf1/zf1_07/zf1_07_113.wav
lufthansa three five five zero good afternoon report position ,101_0750,atcosim/WAVdata/zf1/zf1_07/zf1_07_114.wav
roger maintain level two nine zero ,101_0751,atcosim/WAVdata/zf1/zf1_07/zf1_07_115.wav
ah french air force four four one zero good afternoon roger ,101_0752,atcosim/WAVdata/zf1/zf1_07/zf1_07_116.wav
roger ,101_0753,atcosim/WAVdata/zf1/zf1_07/zf1_07_117.wav
air malta one zero four for further climb zurich one three three four good bye ,101_0754,atcosim/WAVdata/zf1/zf1_07/zf1_07_118.wav
french air force four four one zero descend now to flight level two nine zero ,101_0755,atcosim/WAVdata/zf1/zf1_07/zf1_07_119.wav
~i ~f ~o two two bravo good afternoon squawk seven five three five ,101_0756,atcosim/WAVdata/zf1/zf1_07/zf1_07_120.wav
cross air five one eight good afternoon roger ,101_0757,atcosim/WAVdata/zf1/zf1_07/zf1_07_121.wav
portugalia five four three contact geneva one three three one five good bye ,101_0758,atcosim/WAVdata/zf1/zf1_07/zf1_07_122.wav
french air force four four one zero own navigation zurich east fusse ,101_0759,atcosim/WAVdata/zf1/zf1_07/zf1_07_123.wav
airlink one three own navigation zurich east fusse ,101_0760,atcosim/WAVdata/zf1/zf1_07/zf1_07_124.wav
alitalia three two four good afternoon squawk five seven four seven ,101_0761,atcosim/WAVdata/zf1/zf1_07/zf1_07_125.wav
sata nine six zero one good afternoon squawk two seven six four ,101_0762,atcosim/WAVdata/zf1/zf1_07/zf1_07_126.wav
aero lloyd five three three report your heading ,101_0763,atcosim/WAVdata/zf1/zf1_07/zf1_07_127.wav
roger due traffic turn right heading zero six five ,101_0764,atcosim/WAVdata/zf1/zf1_07/zf1_07_128.wav
airfrans six seven zero good afternoon descend to flight level three three zero ,101_0765,atcosim/WAVdata/zf1/zf1_07/zf1_07_129.wav
air berlin five two six one set course to st prex ,101_0766,atcosim/WAVdata/zf1/zf1_07/zf1_07_130.wav
lufthansa five nine three one good afternoon route trasadingen tango call you back for climb ,101_0767,atcosim/WAVdata/zf1/zf1_07/zf1_07_131.wav
lauda one zero nine contact reims one three four four good bye ,101_0768,atcosim/WAVdata/zf1/zf1_07/zf1_07_132.wav
sata nine six zero one contact zurich one three three decimal four good bye ,101_0769,atcosim/WAVdata/zf1/zf1_07/zf1_07_133.wav
lufthansa five nine three one climb to flight level three three zero ,101_0770,atcosim/WAVdata/zf1/zf1_07/zf1_07_134.wav
cross air five one eight climb to flight level three hundred ,101_0771,atcosim/WAVdata/zf1/zf1_07/zf1_07_135.wav
airfrans six four seven good afternoon squawk five seven two seven ,101_0772,atcosim/WAVdata/zf1/zf1_07/zf1_07_136.wav
lufthansa five five zero four good afternoon radar contact ,101_0773,atcosim/WAVdata/zf1/zf1_07/zf1_07_137.wav
air malta four five zero rhein one three two decimal four good bye ,101_0774,atcosim/WAVdata/zf1/zf1_07/zf1_07_138.wav
french air force four four one zero ah milan one three four five two good bye ,101_0775,atcosim/WAVdata/zf1/zf1_07/zf1_07_139.wav
tunair four eight zero two rhein one two zero nine two bye bye ,101_0776,atcosim/WAVdata/zf1/zf1_07/zf1_07_140.wav
lufthansa five nine three one climb to flight level three four zero ,101_0777,atcosim/WAVdata/zf1/zf1_07/zf1_07_141.wav
airfrans six four seven is identified ,101_0778,atcosim/WAVdata/zf1/zf1_07/zf1_07_142.wav
aero lloyd five three three own navigation ah to nelli ,101_0779,atcosim/WAVdata/zf1/zf1_07/zf1_07_143.wav
airlink one three milan one three four five two good bye ,101_0780,atcosim/WAVdata/zf1/zf1_07/zf1_07_144.wav
merair six nine five two good afternoon radar contact call you back for climb shortly ,101_0781,atcosim/WAVdata/zf1/zf1_07/zf1_07_145.wav
~i ~f ~o two two bravo set course direct to luxeuil ,101_0782,atcosim/WAVdata/zf1/zf1_07/zf1_07_146.wav
roger contact reims one three four four good bye ,101_0783,atcosim/WAVdata/zf1/zf1_07/zf1_07_147.wav
airfrans six seven zero descend to flight level two five zero ,101_0784,atcosim/WAVdata/zf1/zf1_07/zf1_07_148.wav
alitalia four one six contact rhein one three two decimal four good bye ,101_0785,atcosim/WAVdata/zf1/zf1_07/zf1_07_149.wav
alitalia four zero four rhein one three two decimal four ,101_0786,atcosim/WAVdata/zf1/zf1_07/zf1_07_150.wav
aero lloyd five three three rhein one two zero correction one three two decimal four good bye ,101_0787,atcosim/WAVdata/zf1/zf1_07/zf1_07_151.wav
and golf juliett india good afternoon descend to flight level three three zero ,101_0788,atcosim/WAVdata/zf1/zf1_07/zf1_07_152.wav
air berlin five two six one geneva one three three one five good bye ,101_0789,atcosim/WAVdata/zf1/zf1_07/zf1_07_153.wav
delta mike echo good afternoon call you back ,101_0790,atcosim/WAVdata/zf1/zf1_07/zf1_07_154.wav
golf juliett india descend to flight level three hundred ,101_0791,atcosim/WAVdata/zf1/zf1_07/zf1_07_155.wav
golf juliett india rate of descent two thousand or more until passing level three three zero ,101_0792,atcosim/WAVdata/zf1/zf1_07/zf1_07_156.wav
@aerovic one zero six one good afternoon maintain three three zero trasadingen st prex ,101_0793,atcosim/WAVdata/zf1/zf1_07/zf1_07_157.wav
ah @metavec one zero six one turn now right heading two one zero sorry ,101_0794,atcosim/WAVdata/zf1/zf1_07/zf1_07_158.wav
[EMPTY] ,101_0795,atcosim/WAVdata/zf1/zf1_07/zf1_07_159.wav
delta mike echo turn left one zero degrees ,101_0796,atcosim/WAVdata/zf1/zf1_07/zf1_07_160.wav
lufthansa three five five zero descend to flight level two five zero ,101_0797,atcosim/WAVdata/zf1/zf1_07/zf1_07_161.wav
golf juliett india descend to flight level two nine zero ,101_0798,atcosim/WAVdata/zf1/zf1_07/zf1_07_162.wav
and expedite please until three three zero there is opposite traffic ,101_0799,atcosim/WAVdata/zf1/zf1_07/zf1_07_163.wav
alitalia three two four contact reims one three four decimal four good bye ,101_0800,atcosim/WAVdata/zf1/zf1_07/zf1_07_164.wav
sabena eight zero six good afternoon squawk two seven four one ,101_0801,atcosim/WAVdata/zf1/zf1_07/zf1_07_165.wav
alitalia two nine one good afternoon maintain three three zero trasadingen saronno ,101_0802,atcosim/WAVdata/zf1/zf1_07/zf1_07_166.wav
delta mike echo climb to flight level three three zero ,101_0803,atcosim/WAVdata/zf1/zf1_07/zf1_07_167.wav
speedbird two eight three nine good afternoon squawk five seven four four ,101_0804,atcosim/WAVdata/zf1/zf1_07/zf1_07_168.wav
sabena eight zero six climb to flight level three four zero ,101_0805,atcosim/WAVdata/zf1/zf1_07/zf1_07_169.wav
roger contact zurich one three three decimal four good bye ,101_0806,atcosim/WAVdata/zf1/zf1_07/zf1_07_170.wav
lufthansa five nine three one turn now left to tango ,101_0807,atcosim/WAVdata/zf1/zf1_07/zf1_07_171.wav
merair six nine four four good afternoon maintain two nine zero trasadingen saronno ,101_0808,atcosim/WAVdata/zf1/zf1_07/zf1_07_172.wav
@devec one zero six one turn left heading two zero zero ,101_0809,atcosim/WAVdata/zf1/zf1_07/zf1_07_173.wav
merair six nine four four climb to flight level three three zero ,101_0810,atcosim/WAVdata/zf1/zf1_07/zf1_07_174.wav
[EMPTY] ,101_0811,atcosim/WAVdata/zf1/zf1_07/zf1_07_175.wav
lufthansa three five five zero contact milan one three four five two good bye ,101_0812,atcosim/WAVdata/zf1/zf1_07/zf1_07_176.wav
airfrans six seven zero still on the frequency ,101_0813,atcosim/WAVdata/zf1/zf1_07/zf1_07_177.wav
contact milan one three four five two bye ,101_0814,atcosim/WAVdata/zf1/zf1_07/zf1_07_178.wav
speedbird two eight three nine is identified route hochwald to morok for further climb zurich one three three four good bye ,101_0815,atcosim/WAVdata/zf1/zf1_07/zf1_07_179.wav
golf juliett india contact milan one three four five two good bye ,101_0816,atcosim/WAVdata/zf1/zf1_07/zf1_07_180.wav
alitalia two nine one descend to flight level three one zero ,101_0817,atcosim/WAVdata/zf1/zf1_07/zf1_07_181.wav
lufthansa four six six five good afternoon descend to flight level three zero zero rate two thousand or more ,101_0818,atcosim/WAVdata/zf1/zf1_07/zf1_07_182.wav
lufthansa five five zero four contact geneva one ah disregard descend to flight level two five zero ,101_0819,atcosim/WAVdata/zf1/zf1_07/zf1_07_183.wav
lufthansa five nine three one contact rhein one three two decimal four good bye ,101_0820,atcosim/WAVdata/zf1/zf1_07/zf1_07_184.wav
make it one three two four ,101_0821,atcosim/WAVdata/zf1/zf1_07/zf1_07_185.wav
cross air five one eight rhein one three two decimal four good bye ,101_0822,atcosim/WAVdata/zf1/zf1_07/zf1_07_186.wav
lufthansa four six six five descend to flight level two nine zero ,101_0823,atcosim/WAVdata/zf1/zf1_07/zf1_07_187.wav
airfrans six eight zero good afternoon descend to flight level three zero zero ,101_0824,atcosim/WAVdata/zf1/zf1_07/zf1_07_188.wav
good afternoon israeli air force four four two maintain level three five zero ,101_0825,atcosim/WAVdata/zf1/zf1_07/zf1_07_189.wav
airfrans six four seven reims one three four decimal four good bye ,101_0826,atcosim/WAVdata/zf1/zf1_07/zf1_07_190.wav
lufthansa four six six five milan one three four five two good bye ,101_0827,atcosim/WAVdata/zf1/zf1_07/zf1_07_191.wav
lufthansa five five zero four milan one three four decimal five two good bye ,101_0828,atcosim/WAVdata/zf1/zf1_07/zf1_07_192.wav
airfrans six eight zero turn right to saronno ,101_0829,atcosim/WAVdata/zf1/zf1_07/zf1_07_193.wav
delta mike echo climb to flight level three four zero ,101_0830,atcosim/WAVdata/zf1/zf1_07/zf1_07_194.wav
delta mike echo contact zurich one three three decimal four good bye ,101_0831,atcosim/WAVdata/zf1/zf1_07/zf1_07_195.wav
@aerovic one zero six one turn left heading one nine zero descend to flight level two five zero ,101_0832,atcosim/WAVdata/zf1/zf1_07/zf1_07_196.wav
alitalia one three five good afternoon maintain three one zero trasadingen canne ,101_0833,atcosim/WAVdata/zf1/zf1_07/zf1_07_197.wav
sunwing five two one two good afternoon maintain three three zero trasadingen st prex ,101_0834,atcosim/WAVdata/zf1/zf1_07/zf1_07_198.wav
airfrans six eight zero descend to flight level two five zero good rate until passing two nine zero ,101_0835,atcosim/WAVdata/zf1/zf1_07/zf1_07_199.wav
[EMPTY] ,101_0836,atcosim/WAVdata/zf1/zf1_07/zf1_07_200.wav
israeli air four four two descend to flight level two nine zero ,101_0837,atcosim/WAVdata/zf1/zf1_07/zf1_07_201.wav
merair six nine five two climb to flight level three three zero ,101_0838,atcosim/WAVdata/zf1/zf1_07/zf1_07_202.wav
@aerovic one zero six one own navigation st prex contact milan one three four five two good bye ,101_0839,atcosim/WAVdata/zf1/zf1_07/zf1_07_203.wav
air algerie two zero seven three good afternoon i'll call you back for climb route trasadingen st prex ,101_0840,atcosim/WAVdata/zf1/zf1_07/zf1_07_204.wav
airfrans six eight zero own navigatio= ah sorry contact milan one three four five two good bye ,101_0841,atcosim/WAVdata/zf1/zf1_07/zf1_07_205.wav
alitalia two nine one descend to flight level two five zero ,101_0842,atcosim/WAVdata/zf1/zf1_07/zf1_07_206.wav
tunair four six nine four good afternoon squawk two seven five six ,101_0843,atcosim/WAVdata/zf1/zf1_07/zf1_07_207.wav
air algerie two zero seven three climb to flight level three four zero ,101_0844,atcosim/WAVdata/zf1/zf1_07/zf1_07_208.wav
futura four hundred good afternoon route trasadingen tango ,101_0845,atcosim/WAVdata/zf1/zf1_07/zf1_07_209.wav
tunair four six nine four is identified route ageri zurich east to nelli ,101_0846,atcosim/WAVdata/zf1/zf1_07/zf1_07_210.wav
air algerie two zero seven three for further climb zurich one three three four good bye ,101_0847,atcosim/WAVdata/zf1/zf1_07/zf1_07_211.wav
<OT> thank you very much bye </OT> ,101_0848,atcosim/WAVdata/zf1/zf1_07/zf1_07_212.wav
alitalia six four seven four right heading three four zero ,101_0849,atcosim/WAVdata/zf3/zf3_02/zf3_02_001.wav
lufthansa five three zero five left heading ah three four zero ,101_0850,atcosim/WAVdata/zf3/zf3_02/zf3_02_002.wav
hamburg air two five zero two contact geneva one three three decimal one five bye bye ,101_0851,atcosim/WAVdata/zf3/zf3_02/zf3_02_003.wav
~k ~l ~m three four six climb to flight level three one zero ,101_0852,atcosim/WAVdata/zf3/zf3_02/zf3_02_004.wav
delta echo bravo climb to flight level three three z= correction three two zero ,101_0853,atcosim/WAVdata/zf3/zf3_02/zf3_02_005.wav
alitalia six four seven four resume own navigation to trasadingen karlsruhe ,101_0854,atcosim/WAVdata/zf3/zf3_02/zf3_02_006.wav
lufthansa five three zero five own navigation to ageri zurich east tango ,101_0855,atcosim/WAVdata/zf3/zf3_02/zf3_02_007.wav
lufthansa five three zero five correct call zurich sector one three three decimal four bye bye ,101_0856,atcosim/WAVdata/zf3/zf3_02/zf3_02_008.wav
delta echo bravo turn right inbound to st prex ,101_0857,atcosim/WAVdata/zf3/zf3_02/zf3_02_009.wav
french line nine one six five zurich radar good afternoon identified maintain flight level three three zero trasadingen zurich east fusse ,101_0858,atcosim/WAVdata/zf3/zf3_02/zf3_02_010.wav
futura nine three one zurich radar good afternoon i think you're on the wrong frequency should you be with geneva ,101_0859,atcosim/WAVdata/zf3/zf3_02/zf3_02_011.wav
okay ,101_0860,atcosim/WAVdata/zf3/zf3_02/zf3_02_012.wav
delta echo bravo climb to flight level three three zero ,101_0861,atcosim/WAVdata/zf3/zf3_02/zf3_02_013.wav
lufthansa four three nine zero milan one three four decimal five two bye bye ,101_0862,atcosim/WAVdata/zf3/zf3_02/zf3_02_014.wav
lufthansa four three nine zero milan one three four decimal five two ,101_0863,atcosim/WAVdata/zf3/zf3_02/zf3_02_015.wav
iberia three five three zero due traffic descend now to flight level two nine zero ,101_0864,atcosim/WAVdata/zf3/zf3_02/zf3_02_016.wav
delta echo bravo continue climb to flight level three four zero ,101_0865,atcosim/WAVdata/zf3/zf3_02/zf3_02_017.wav
french line nine one six three zurich radar good afternoon identified maintain flight level three three zero trasadingen zurich east fusse ,101_0866,atcosim/WAVdata/zf3/zf3_02/zf3_02_018.wav
@bama one five zurich radar good afternoon identified maintain flight level three three zero zurich east resia ,101_0867,atcosim/WAVdata/zf3/zf3_02/zf3_02_019.wav
lufthansa four seven zero three zurich radar good afternoon maintain flight level three five zero ,101_0868,atcosim/WAVdata/zf3/zf3_02/zf3_02_020.wav
lufthansa four four zero eight zurich radar good afternoon you're identified fly heading ah two one zero until advised maintain flight level two nine zero ,101_0869,atcosim/WAVdata/zf3/zf3_02/zf3_02_021.wav
condor triple six zurich radar good afternoon continue climb to flight level three three zero ,101_0870,atcosim/WAVdata/zf3/zf3_02/zf3_02_022.wav
lufthansa four four zero eight climb to flight level three two zero ,101_0871,atcosim/WAVdata/zf3/zf3_02/zf3_02_023.wav
delta echo bravo climb to flight level four one zero ,101_0872,atcosim/WAVdata/zf3/zf3_02/zf3_02_024.wav
alitalia one five eight climb to flight level three two zero ,101_0873,atcosim/WAVdata/zf3/zf3_02/zf3_02_025.wav
lufthansa four seven zero three descend to flight level three four zero ,101_0874,atcosim/WAVdata/zf3/zf3_02/zf3_02_026.wav
delta echo bravo call zurich sector one three three decimal four bye bye ,101_0875,atcosim/WAVdata/zf3/zf3_02/zf3_02_027.wav
french line nine one six five fly heading zero nine five ,101_0876,atcosim/WAVdata/zf3/zf3_02/zf3_02_028.wav
iberia three five three zero milan one three four decimal five two bye bye ,101_0877,atcosim/WAVdata/zf3/zf3_02/zf3_02_029.wav
condor triple six contact geneva one three three decimal one five bye bye ,101_0878,atcosim/WAVdata/zf3/zf3_02/zf3_02_030.wav
~k ~l ~m three four six contact rhein one two zero decimal nine two bye bye ,101_0879,atcosim/WAVdata/zf3/zf3_02/zf3_02_031.wav
alitalia six four seven four as well rhein one two zero decimal nine two bye bye ,101_0880,atcosim/WAVdata/zf3/zf3_02/zf3_02_032.wav
tarom seven five three four zurich radar good afternoon identified trasadingen zurich east fusse maintain flight level three three zero ,101_0881,atcosim/WAVdata/zf3/zf3_02/zf3_02_033.wav
lufthansa four seven zero three descend to flight level two nine zero ,101_0882,atcosim/WAVdata/zf3/zf3_02/zf3_02_034.wav
lufthansa four four zero eight climb to flight level three three zero own navigation st prex ,101_0883,atcosim/WAVdata/zf3/zf3_02/zf3_02_035.wav
french line nine one six five own navigation fusse ,101_0884,atcosim/WAVdata/zf3/zf3_02/zf3_02_036.wav
reach six zero one five three zurich radar good afternoon [HNOISE] you're identified maintain flight level three one zero non ~r ~v ~s ~m is checked and report your heading ,101_0885,atcosim/WAVdata/zf3/zf3_02/zf3_02_037.wav
reach six zero one five three roger continue heading ah zero six zero until advised ,101_0886,atcosim/WAVdata/zf3/zf3_02/zf3_02_038.wav
airfrans two six two one good afternoon climb to flight level three four zero higher rate of climb squawk two seven seven three ,101_0887,atcosim/WAVdata/zf3/zf3_02/zf3_02_039.wav
correct and high rate of climb please ,101_0888,atcosim/WAVdata/zf3/zf3_02/zf3_02_040.wav
airfrans zero zero nine november what is your position ,101_0889,atcosim/WAVdata/zf3/zf3_02/zf3_02_041.wav
and on course to ah luxeuil or morok ,101_0890,atcosim/WAVdata/zf3/zf3_02/zf3_02_042.wav
okay switch over to reims please ,101_0891,atcosim/WAVdata/zf3/zf3_02/zf3_02_043.wav
one three two two seven please ,101_0892,atcosim/WAVdata/zf3/zf3_02/zf3_02_044.wav
airfrans two six two one identified route trasadingen hochwald morok for further climb call zurich sector one three three decimal four bye bye ,101_0893,atcosim/WAVdata/zf3/zf3_02/zf3_02_045.wav
french line nine one six five contact milan one three four decimal five two ,101_0894,atcosim/WAVdata/zf3/zf3_02/zf3_02_046.wav
speedway three three five two zurich ,101_0895,atcosim/WAVdata/zf3/zf3_02/zf3_02_047.wav
good afternoon descend to flight level two nine zero ,101_0896,atcosim/WAVdata/zf3/zf3_02/zf3_02_048.wav
alitalia one five zero good afternoon squawk two seven four five ,101_0897,atcosim/WAVdata/zf3/zf3_02/zf3_02_049.wav
reach six zero one five three left heading zero five zero ,101_0898,atcosim/WAVdata/zf3/zf3_02/zf3_02_050.wav
~l ~t ~u one six zero two zurich ,101_0899,atcosim/WAVdata/zf3/zf3_02/zf3_02_051.wav
~l ~t ~u one six zero two climb to flight level two nine zero ,101_0900,atcosim/WAVdata/zf3/zf3_02/zf3_02_052.wav
lufthansa four seven zero three contact milan one three four decimal five two bye bye ,101_0901,atcosim/WAVdata/zf3/zf3_02/zf3_02_053.wav
french line nine one six three as well milan one three four decimal five two bye bye ,101_0902,atcosim/WAVdata/zf3/zf3_02/zf3_02_054.wav
lufthansa three five six six zurich radar good afternoon identified climb to flight level three one zero ,101_0903,atcosim/WAVdata/zf3/zf3_02/zf3_02_055.wav
alitalia one five zero identified route trasadingen karlsruhe climb to flight level three one zero ,101_0904,atcosim/WAVdata/zf3/zf3_02/zf3_02_056.wav
lufthansa three five six six continue climb to flight level three three zero ,101_0905,atcosim/WAVdata/zf3/zf3_02/zf3_02_057.wav
~l ~t ~u one six zero two geneva one three three decimal one five bye bye ,101_0906,atcosim/WAVdata/zf3/zf3_02/zf3_02_058.wav
alitalia one five eight reims control one three four decimal four bye bye ,101_0907,atcosim/WAVdata/zf3/zf3_02/zf3_02_059.wav
one three four four correct yes ,101_0908,atcosim/WAVdata/zf3/zf3_02/zf3_02_060.wav
reach six zero one five three resume own navigation to trasadingen tango ,101_0909,atcosim/WAVdata/zf3/zf3_02/zf3_02_061.wav
lufthansa three five six six climb to flight level three four zero ,101_0910,atcosim/WAVdata/zf3/zf3_02/zf3_02_062.wav
three five six six correct for further climb zurich sector one three three decimal four bye bye ,101_0911,atcosim/WAVdata/zf3/zf3_02/zf3_02_063.wav
@bama one five call milan one three four decimal five two bye bye ,101_0912,atcosim/WAVdata/zf3/zf3_02/zf3_02_064.wav
lufthansa four four zero eight geneva one three three decimal one five bye bye ,101_0913,atcosim/WAVdata/zf3/zf3_02/zf3_02_065.wav
emirates zero two four zurich radar good afternoon identified maintain flight level three four zero trasadingen zurich east fusse ,101_0914,atcosim/WAVdata/zf3/zf3_02/zf3_02_066.wav
speedway three three five two call milan one three four decimal five two bye bye ,101_0915,atcosim/WAVdata/zf3/zf3_02/zf3_02_067.wav
tarom seven five three four milan one three four decimal five two bye bye ,101_0916,atcosim/WAVdata/zf3/zf3_02/zf3_02_068.wav
lufthansa three six zero four good afternoon climb immediately up to three three zero high rate of climb please ,101_0917,atcosim/WAVdata/zf3/zf3_02/zf3_02_069.wav
lufthansa three six zero four and turn left by ten degrees until advised ,101_0918,atcosim/WAVdata/zf3/zf3_02/zf3_02_070.wav
reach six zero one five three left ten degrees until advised ,101_0919,atcosim/WAVdata/zf3/zf3_02/zf3_02_071.wav
lufthansa three six zero four further left heading one six zero please ,101_0920,atcosim/WAVdata/zf3/zf3_02/zf3_02_072.wav
negative further left heading left one six zero ,101_0921,atcosim/WAVdata/zf3/zf3_02/zf3_02_073.wav
three six zero four correct climb to flight level three four zero ,101_0922,atcosim/WAVdata/zf3/zf3_02/zf3_02_074.wav
reach six zero one five three own navigation to tango and contact rhein one three two decimal four b= ,101_0923,atcosim/WAVdata/zf3/zf3_02/zf3_02_075.wav
lufthansa three six zero four clear of traffic own navigation to saronno ,101_0924,atcosim/WAVdata/zf3/zf3_02/zf3_02_076.wav
three six zero four and for further climb zurich sector one three four decim= sorry one three three decimal four bye bye ,101_0925,atcosim/WAVdata/zf3/zf3_02/zf3_02_077.wav
lufthansa four seven hundred good afternoon identified fly heading two one zero until advised maintain flight level two nine zero ,101_0926,atcosim/WAVdata/zf3/zf3_02/zf3_02_078.wav
french air force four four one zero good afternoon identified maintain flight level three four zero trasadingen zurich east fusse ,101_0927,atcosim/WAVdata/zf3/zf3_02/zf3_02_079.wav
air malta four five zero zurich radar good afternoon squawk seven five three four ,101_0928,atcosim/WAVdata/zf3/zf3_02/zf3_02_080.wav
air malta four five zero identified route ageri zurich east nelli maintain flight level three two zero ,101_0929,atcosim/WAVdata/zf3/zf3_02/zf3_02_081.wav
lufthansa four seven zero zero climb to flight level three three zero ,101_0930,atcosim/WAVdata/zf3/zf3_02/zf3_02_082.wav
alitalia one five zero contact rhein one two zero decimal nine two ciao ,101_0931,atcosim/WAVdata/zf3/zf3_02/zf3_02_083.wav
india lima oscar oscar kilo zurich radar good afternoon you're identified route trasadingen saronno maintain flight level two nine zero call you back for further climb ,101_0932,atcosim/WAVdata/zf3/zf3_02/zf3_02_084.wav
air berlin five two six one zurich radar good afternoon identified maintain flight level three four zero and due to crossing traffic turn right by ten degrees until advised ,101_0933,atcosim/WAVdata/zf3/zf3_02/zf3_02_085.wav
airlink one three zurich radar good afternoon identified maintain flight level three zero zero trasadingen zurich east fusse ,101_0934,atcosim/WAVdata/zf3/zf3_02/zf3_02_086.wav
portugalia five four three good afternoon climb to flight level two nine zero ,101_0935,atcosim/WAVdata/zf3/zf3_02/zf3_02_087.wav
lufthansa four seven zero zero climb to flight level three four zero own navigation st prex ,101_0936,atcosim/WAVdata/zf3/zf3_02/zf3_02_088.wav
lufthansa four seven zero zero for further climb zurich sector one three three decimal four bye bye ,101_0937,atcosim/WAVdata/zf3/zf3_02/zf3_02_089.wav
tunair four eight zero two zurich radar good afternoon squawk two seven five one ,101_0938,atcosim/WAVdata/zf3/zf3_02/zf3_02_090.wav
reach six zero one five three contact rhein one three two decimal four ,101_0939,atcosim/WAVdata/zf3/zf3_02/zf3_02_091.wav
reach six zero one five three ,101_0940,atcosim/WAVdata/zf3/zf3_02/zf3_02_092.wav
tunair four eight zero two you're identified maintain flight level three one zero trasadingen karlsruhe ,101_0941,atcosim/WAVdata/zf3/zf3_02/zf3_02_093.wav
french air force four four one zero descend to flight level three three zero ,101_0942,atcosim/WAVdata/zf3/zf3_02/zf3_02_094.wav
air berlin five two six one own navigation to st prex ,101_0943,atcosim/WAVdata/zf3/zf3_02/zf3_02_095.wav
india oscar kilo climb to flight level three one zero ,101_0944,atcosim/WAVdata/zf3/zf3_02/zf3_02_096.wav
airfrans six seven zero zurich radar good afternoon continue heading one two zero until advised descend to flight level three three zero ,101_0945,atcosim/WAVdata/zf3/zf3_02/zf3_02_097.wav
emirates zero two four contact milan one three four decimal five two bye bye ,101_0946,atcosim/WAVdata/zf3/zf3_02/zf3_02_098.wav
india oscar kilo climb to flight level three three zero ,101_0947,atcosim/WAVdata/zf3/zf3_02/zf3_02_099.wav
airfrans six seven zero descend to flight level two five zero ,101_0948,atcosim/WAVdata/zf3/zf3_02/zf3_02_100.wav
portugalia five four three geneva one three three decimal one five bye bye ,101_0949,atcosim/WAVdata/zf3/zf3_02/zf3_02_101.wav
cross air five one eight zurich radar good afternoon identified i'll call you back for further climb ,101_0950,atcosim/WAVdata/zf3/zf3_02/zf3_02_102.wav
lufthansa three five five zero zurich radar good afternoon identified route trasadingen saronno maintain flight level two nine zero ,101_0951,atcosim/WAVdata/zf3/zf3_02/zf3_02_103.wav
cross air five one eight route trasadingen tango i'll call you back for further climb ,101_0952,atcosim/WAVdata/zf3/zf3_02/zf3_02_104.wav
french air force four four one zero descend to flight level two nine zero ,101_0953,atcosim/WAVdata/zf3/zf3_02/zf3_02_105.wav
alitalia four one six zurich radar good afternoon squawk seven five three three ,101_0954,atcosim/WAVdata/zf3/zf3_02/zf3_02_106.wav
four one six fly heading ah three six zero ,101_0955,atcosim/WAVdata/zf3/zf3_02/zf3_02_107.wav
alitalia four zero four good afternoon squawk seven five three two ,101_0956,atcosim/WAVdata/zf3/zf3_02/zf3_02_108.wav
alitalia four one six you're identified climb to flight level three one zero will be final level ,101_0957,atcosim/WAVdata/zf3/zf3_02/zf3_02_109.wav
french air force four four one zero milan one three four decimal five two bye bye ,101_0958,atcosim/WAVdata/zf3/zf3_02/zf3_02_110.wav
alitalia three two four good afternoon squawk five seven four seven ,101_0959,atcosim/WAVdata/zf3/zf3_02/zf3_02_111.wav
airfrans six seven zero own navigation saronno ,101_0960,atcosim/WAVdata/zf3/zf3_02/zf3_02_112.wav
six seven zero correct call milan one three four decimal five two ,101_0961,atcosim/WAVdata/zf3/zf3_02/zf3_02_113.wav
alitalia four one six continue heading three six zero i'll call you back for navigation ,101_0962,atcosim/WAVdata/zf3/zf3_02/zf3_02_114.wav
alitalia four zero four identified route ageri zurich east nelli maintain flight level three two zero ,101_0963,atcosim/WAVdata/zf3/zf3_02/zf3_02_115.wav
lufthansa five nine three one zurich radar good afternoon what is your position ,101_0964,atcosim/WAVdata/zf3/zf3_02/zf3_02_116.wav
what is your level ,101_0965,atcosim/WAVdata/zf3/zf3_02/zf3_02_117.wav
okay switch to one three three decimal four please ,101_0966,atcosim/WAVdata/zf3/zf3_02/zf3_02_118.wav
lufthansa five five zero four zurich radar good afternoon you're identified maintain flight level two nine zero and fly heading ah two one zero for a shortcut ,101_0967,atcosim/WAVdata/zf3/zf3_02/zf3_02_119.wav
alitalia four one six own navigation to zurich east ,101_0968,atcosim/WAVdata/zf3/zf3_02/zf3_02_120.wav
four one six correct after zurich east to nelli ,101_0969,atcosim/WAVdata/zf3/zf3_02/zf3_02_121.wav
alitalia three two four identified route albix hochwald morok maintain flight level three two zero ,101_0970,atcosim/WAVdata/zf3/zf3_02/zf3_02_122.wav
