transcription,recording_id,labels,model_transcription
airfrans three two six one im sorry recleared level two seven zero initially ,091_0548,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3
 3 3 4]",THAT FROMS THREE TO SIX ONE I'M SORIDARY CLE LEVEL TWO SEVENS HER ENSHURLEY
blue five seven two descend to flight level two five zero ,091_0549,"[3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",BLUE FIVE SEVENTO DE SENT FLAT OVEL TWO FIVE SALO
airfrans three two six one turn left heading two five five ,091_0550,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4
 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",THE FROST THREE TWU SIX ONE TURN LEFT HAD IN TWO FIVE FIVE
aero lloyd five six zero good afternoon maintain level three three zero trasadingen st prex ,091_0551,"[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3
 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3
 3 3 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 4]",ERALOID FIVE SIX YEAR O GOOD AFTERNOON MAITIN LEVEL THREE THREES YEAR OLD TRUSTLING AND SAMPRY
lufthansa four three five six good afternoon squawk two seven one two ,091_0552,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3
 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4]",LUFTONSA FOUR THREE FIVE SIX GOOD AFTERNOONS CORK TWO SEVEN ONE TWO
blue five seven two contact milan one three four five two good bye ,091_0553,"[3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4]",BLUE FIVE SERVAN TO CON TACT MILAN ONE THREE FOUR FIVE TUGBA
lufthansa four three five six is identified climb to flight level three two zero ,091_0554,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3
 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 4 3 3 3 3 4]",LUTANZA FOUR THREE FIVE SIX IS IDENTIFIED CLAMP THE FLIGHT LEVELL TREE TUSERO
lufthansa eight two six eight good afternoon radar contact call you back for climb shortly route trasadingen st prex ,091_0555,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3
 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3
 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4 3 3
 4 3 3 3 3 4]",LOFTANZA AGE TO SIX EIGHT GOOD AFTERNOON READ OUR CONTACT COLLIBACK FOR CLIME SHORTLY RUTE RUSTING ENSAMPLY
lufthansa eight two six eight climb now to flight level three four zero ,091_0556,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",LE FNANZA EAH TO SIX EID CLIMBE NOT T O FLIGHT LOWEL THREE FOUR CERO
airfrans three two six climb now to flight level two nine zero turn further left heading two four five ,091_0557,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 4 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",A FRONCE TREE TU SIX CLIMBED OUT T E FLIGHT EVEL TWO NINE AS EROTOYN FIRDE LEFT IT IN TWO FOUR FIVE
airfrans three two six one report your rate of climb ,091_0558,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3 3
 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 4]",THERE FROST THREE TO SIX ONE REPORTURATE OF CLIME
can you increase ,091_0559,[3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 4],CAN YOU MEAN CHRIS
jetcom one three three good afternoon climb to flight level three four zero ,091_0561,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3
 3 4]",CHETCOM JONE THREE THREE GOOD AFTERNOON CLUMP TO FLIGHT LEVEL THREE FOUR ZERO
airfrans three two six one stop climb level two eight zero ,091_0562,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",A FROSTTHREE TU SIX ANCE STOPPED GRAM LEVEL TO ETIRO
foxtrot sierra india good afternoon radar contact ,091_0563,"[3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4 3
 3 3 3 3 4 3 3 3 3 3 3 3 4]",FOX HOT IRA INDIA GOOD AFTERNON REG OUR CONTACT
lufthansa eight two six eight for further climb zurich one three three decimal four good bye ,091_0564,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",LEUFTONS A EACH TOO SIX EIGHT FOR FURTHER CLIMETURI UANTH REE TREAT A SMALL FORTLIN
lufthansa four three five six set course direct to morok ,091_0565,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3
 3 3 3 4 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 4]",LEUFTANSA FOUR TREE FIVE SIX SAID CORS DIRECT TO MOROCH
lufthansa four seven two three milan one three four five two good bye ,091_0566,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4]",LEUFTANS ARE FOUR SEVEN TO THREE MILAND ONE THREE FOUR FIVE TUGE BY
lufthansa triple five zero good afternoon squawk two seven five seven ,091_0567,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3
 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4]",LETANZA TRIPLE FIVE SIROGUD AFTERNOON'S QUOCK TWO SEVEN FIVE SEVEN
emirates eight one ah milan one three four five two good bye ,091_0568,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4]",AMERITS EITE ONE AMILAN ONE THREE FOUR FIVE TUGEBI
hamburg air two five four six good morning climb to flight level two nine zero ,091_0569,"[3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4
 3 3 3 3 4]",ON BURGER TWO FIVE FOR SIX GOOD MORNING CLUMP TO FLIGHT LEVEL TWO NINAS ERRO
airfrans one five five four good morning radar contact ,091_0570,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",REFERANCE ONE FIVE FIVE FOUR GOOD MORNING READ OUR CONTACT
air inter three two zero papa h hotel good afternoon squawk two seven one two ,091_0571,"[3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 4 3 3 3 3 3
 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4
 3 3 3 4]",RANTA TRI TO CERO PAPA A HOTEL GOOD AFTERNOON SCORK TOO SEVEN ONE TWO
lufthansa five three one eight milan one three four five two good bye ,091_0572,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4]",LUFTONS A FIVE THREE ONE EIGHT MILAN ONE THREE FOUR FIVE TUGMA
transavia three eight one milan one three four five two good bye ,091_0573,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3
 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4]",RONZAVI THREE EIGHT ONE MILLION ONE THREE FOUR FIVE TO
aero lloyd five six zero turn right to st prex ,091_0574,"[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3
 3 4 3 3 4 3 3 3 3 4]",IRELOID FIVE SIXEROR TURN RIGHT TO SUMPRY
hapag lloyd six five three good morning maintain level three hundred trasadingen st prex ,091_0575,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3
 3 3 3 3 3 3 4 3 3 4 3 3 3 3 4]",UPPOGLODE SIX FIVE THREE GOOD MORNING MEANT IN LEVEL THREE HUNDREDS TRUSSEDING AND SAMPREY
ah call you back ,091_0576,[3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4],AH COLIBAC
air inter three two zero papa hotel is identified maintain level three two zero ,091_0577,"[3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3
 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 4 3 3 3 3 4]",OUR ANTERTRITO CERO PAPA HOTEL IS ADENTIFIED MINT AND LOV TREE TO SERO
hapag lloyd six five three report your heading ,091_0578,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3
 3 4 3 3 3 3 3 3 3 4]",UPGLODE SIX FIVE THREE RIPODYHEADING
roger hapag lloyd six five three turn now right heading two one zero ,091_0579,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4]",ROCER HAPOGLOD SIX FIVE THREE TINS OU RITED IN TWO ONES ERROW
station calling ,091_0580,[3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4],STURSEON COLLING
german air force four nine zero one good afternoon maintain level three four zero trasadingen and st prex ,091_0581,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3
 3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 4]",CHERMAN I FORSE FOUR NINESER ONE GOOD AFTERNOON MAINTAIN AV A THREE FOURCYROL TRUSTING AND SOMPER
hapag lloyd six five three climb to flight level three three zero initially ,091_0582,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3
 3 4]",UPBOUT SIX FIVE THREE CLAMP TO FLIGHT LOVER THREE TREES HERE INSHALLY
confirm requested level is three eight zero ,091_0583,"[3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3
 3 4 3 3 3 3 4]",CONFIRMED REQUESTS OF LOVELES TRIATSORO
roger ,091_0584,[3 3 3 3 3 4],NOTTA
hamburg air two five four six geneva one three three one five tschuss ,091_0585,"[3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4]",AM BRGAR TWO FIVE FOR SIX GENEVA VANTHREE THREE ONE FIVETHES
gulf air zero three two good afternoon roger ,091_0586,"[3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3
 3 4 3 3 3 3 3 4]",CAFASURO THREE TU GOOD AFTERNOON ROTO
lufthansa triple five zero climb to flight level two nine zero ,091_0587,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",LIFED ON TE TRIPLE FIVE CERO CLAMPED TO FLAT OVEL TWO NINE CERO
jetcom one three three for further climb zurich one three three decimal four good bye ,091_0588,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 4 3 3 3 3 4 3 3 3 4]",CHETCOM WANTREETREE FOR FERDE CLIMETURY UAN TREE TREAT A SMALL FORK BY
lufthansa four three nine three good afternoon roger ,091_0589,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4
 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4]",LUTANSA FOR THREE NINE OR THREE GOOD AFTERNOON ROTER
speedway three four six nine good morning radar contact ,091_0590,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",SPEED WATREE FOR SIX NINE GOOD MORNING WRATE OUR CONTACT
swissair six five five two good morning radar contact ,091_0591,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",SWIX A SIX FIVE FIVE TWO GOOD MORNING REDAUR CONTACT
airfrans three two six one set course direct to st prex ,091_0592,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3
 4 3 3 3 3 3 3 4 3 3 4 3 3 4 3 3 3 3 4]",A FROSTTREE THO SIX PONTHS AT COURSE DIRECT TO SAIMPREY
lufthansa triple five zero set course direct to willisau ,091_0593,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3
 4 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 4]",LEUFTON'SA TRIPLE FIVE CYROS AT CORSTARIC TO VILLISAN
cotam one one four one good afternoon radar contact ,091_0594,"[3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",COT ON ONE ONE FOR ONE GOOD AFTERNOON REATER CONTACT
airfrans one five five four due traffic turn ah disregard descend to flight level three three zero ,091_0595,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3
 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",THERRE FRONS ONE FIVE FIVE FORDEUTRAFIC TURN OUT DISREGARD DE SENT A FLIGHT OVER THREE TREE CYRO
hapag lloyd six five three climb to flight level three four zero ,091_0596,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",OPOGROTE SIX FIVE THREE CLAMP TOE FLINT LEVEL THREE FOUR ZERO
roger report your heading to zurich one three three four good bye ,091_0597,"[3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3
 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",ROGERY POTYOU HEADING TO SURIC ONE THREE THREE FORGMA
lufthansa four three five six ah reims one three four four good bye ,091_0598,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3
 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",LOF NOT A FORTRY FIVE SIX SIR AS ANTHREE FOUR FORG BY
aero lloyd five six zero geneva one three three one five tschuss ,091_0599,"[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4]",RULLIED FIVE SIXY ROCHINIVA VANTRE THREE BON FIVE THUS
hapag lloyd one seven one on the frequency ,091_0600,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 4 3 3 3 3
 3 3 3 3 3 4]",UPEGLO AT ONCE SEVEN ONE ON THE FRECANCY
hapag lloyd one seven one good morning climb to flight level three zero zero ,091_0601,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3
 3 3 4]",UPROAT ONE SEVEN ONE GOOD MORNING CLAMP TO FRONT LOW TREE CEROSERO
aero lloyd five one seven good al ah good afternoon maintain level three two zero trasadingen karlsruhe ,091_0602,"[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 4
 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4]",IT ALIT FIVE ANE SEVEN GOOD OLD EH GOOD AFTERNOON MAINTAIN LEVER THREE TWOSE YEAR OLD TRUSDEENG AND CARS THROY
air inter three two zero papa hotel set course direct to morok ,091_0603,"[3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 4]",RANTATRI TO CERO PAPA HOTELS AT CORSTARIC TO MORROC
airfrans three two six one climb to flight level two nine zero ,091_0604,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 4 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",FRONCE THREE TWU SIX ONE CLAMP TO FLIGHT LEVEL TWO NINE A E ROW
swissair six five five two stop climb level two seven zero ,091_0605,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",SWIX AS SIX FIVE FIVE TWO STOP CLAMB LEVEL TWO SEVEN CERO
hapag lloyd one seven one geneva one three three one five good bye ,091_0606,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",UG AT ONE SEVEN ONE CHINEVA VANTHREE THREE ONE FIVEMA
condor one zero four good afternoon squawk seven five three one ,091_0607,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4]",COMTOWANSIR O FORGUD AFTERNOONSKOK SEVEN FIVE THREE ONE
and swissair six five five two contact milan one three four five two good bye ,091_0608,"[3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4
 3 3 3 4]",AND THREE SIR SIX FIVE FIVE TWO CONTACMILAND ONE THREE FOUR FIVE TUGBAY
cotam one one four one climb to flight level three three zero ,091_0609,"[3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3
 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",CUT DOWN ONE ONE FOUR ONE CLUMP TO FLIGHT OVER THREE TREES Y ROUP
airfrans ah three five six good morning ah flight correction squawk seven five three six ,091_0610,"[3 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4]",E FRANCCER THREE FIVE SIX GOOD MORNING A FLY CORRECTIONS QUAWK SEVEN FIVE THRTY SIX
condor one zero four turn left heading two five zero climb to flight level three four zero good rate of climb please ,091_0611,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 3 4]",CONDOR VUANSIRO FOURTURN LEFT THAT IN TWO FIVE CIRO CLAM TO FLIGHT LEVEL THREE FOUR SIRO GUDRATE OF CLAMPLICE
speedway three four six nine descend now to flight level two seven zero rate ah fifteen hundred or more ,091_0612,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3
 3 3 4 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 4]",SPEED WERE THREE FOR SIX NINETHAT IS AN OWTOFLIGHT LOVEL TO SEVEN ZIRORICH A FIFTEEN HUNDRED ONMORE
airfrans three two six one contact geneva one three three one five good bye ,091_0613,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3
 3 4]",A FROSST THREE TWO SIX ONE CONDUCTGENEVA VON THREE THREE ONE FIVE
ah jet set four four two good afternoon roger ,091_0614,"[3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3
 3 3 4 3 3 3 3 3 4]",A CHET THAT FOR FOR TWO GOOD AFTERNOONTHROCHER
