transcription,recording_id,labels,model_transcription
tag transwede one oh one identified ,061_0001,[3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4],TALKESD ONE SPEED ONE O ONE IDENTIFIED
transavia three eight one contact milan one three four five two bye ,081_0490,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4]",TRANSLATER YOU THREE EIGHT ONE CONS A MALINE ONE THREE FU FIVE TWU BY
lauda one zero nine contact reims one three four four good bye ,101_0768,"[3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",LOUDA ONE ZERO NINE THEYR CONTACT TRAS ONE THREE FOUR FOUR GO BYE
~l ~t ~u seven seven five six climb to flight level two nine zero ,101_0628,"[3 3 4 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3
 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",A YU SEVEN SEVEN FIVE SIX CLIMB TO FLIGHT LEVELE TWO NINEA ZERO
cross air six eight zero contact marseille one two five decimal eight five good bye ,081_0048,"[3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3
 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 4 3 3 3 3 4 3 3 3 4]",COSE SIX EIGHT THE WHOLE CONTACT MARCE ONE TWO FIVE DISSEMINATE FIVE GOOD BYE
good morning blue five seven two radar contact further descent twenty miles ,091_0275,"[3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3
 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3
 3 4]",GOOD MORNING BLUE FIVE SEVEN TWO RADA CONSACT FOR TE DESEND TWENTY MILES
alitalia two nine two contact rhein control on one two zero decimal nine two bye bye ,082_0117,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 3 3 4 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3
 3 3 4 3 3 3 4 3 3 3 4]",ADITALIA TO NINA TWO CONTACT YOUHVE RON CONTROL ON ONE TW ZERO DOES MO NINA TWO BYE BYE
air malta zero zero four descend flight level three one zero set course to frankfurt ,031_0441,"[3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3
 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3
 4 3 3 3 3 3 3 3 3 3 4]",AM ITA SIO SIRO FOUR DECENT FLIGHT LEVEL THREE VONE SEO SET COS TO FRANKFORD
sabena four eight one descend flight level three one zero ,031_0375,"[3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",SAPE NOW FOU EIGHT ONE DECENT FRMAT LEVEL THREE ONE ZEO
[EMPTY] ,091_0541,[ 3  5 19 23  6 17  3  4],
hamburg air two five four six geneva one three three one five good bye ,111_0044,"[3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",AMBURA TWO FIVE FOUR SIX GENIVA OF ON THREE THREE ONE FIVE  BY
sabena eight three eight non ~r ~v ~s ~m radar contact ,061_0192,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 4 3 3 4 3 3
 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",SEBINE TW EIGHT NON A REASEMAT ACONTICK
delta november alfa proceed to trasadingen <OT> thank you very much that's it </OT> ,031_0760,"[ 3  3  3  3  3  4  3  3  3  3  3  3  3  3  4  3  3  3  3  4  3  3  3  3
  3  3  3  4  3  3  4  3  3  3  3  3  3  3  3  3  3  3  4  3  7  6  3  4
  3  3  3  3  3  4  3  3  3  4  3  3  3  3  4  3  3  3  3  4  3  3  3  3
 26  3  4  3  3  4  3  3  7  6  3  4]",THEYRE TON O EM A FOR PROCED TO TOSETING AND SHANK YOU VERY MUCH THAT'S IT
airfrans six four seven reims one three four decimal four good bye ,101_0826,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",EFRON SIX FOUR SEVEN BUT ISON THREE FOUR TO SMO FOR GOO BYE
alitalia six four seven four resume own navigation to trasadingen karlsruhe ,101_0854,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3
 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3
 3 4]",AT  SIX FOUR SEVEN FOUR RESUME OWN NAVIGATION TO TRANSLATTING AND CALS RWHERE
ah correction ~k ~l ~m three seven six reims one three four four ,071_0703,"[3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3 4 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",A COLLECTION GET M THR SEVEN SIX HONS ONE THREE FOR FOL
tarom seven five three four rhein ,111_0716,[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4],TAL UM SEVEN FIVE TREE FOUR LINE
lufthansa three five zero eight contact zurich one three four six tschuss ,021_0350,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4]",OF TUNDER THREE FIVE ZERO EIGHT TO CONDICT SURLISH MONTHLY FOR SAXTRUST
united six nine contact milan one three four decimal five two bye bye ,111_0552,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4]",YOU'RE NINETY SIX NINEA CONSACT MALAN ONE TREE FOUR DOS' OW FIVE TW BYE BYE
netherlands air force three five contact rhein one three two four tschuss ,061_0169,"[3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3
 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4]",OTHER THAN SEF AS THREE FIVE CONTECT TIND ONE THREE TWO FORTRESS
foxtrot sierra india contact milan one three four five two bye ,091_0816,"[3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4]",FOLX ACHA INDIA CONTACT MILINN ONE THREE FOUR FIVE TWO BYE
alitalia one one seven ah confirm on course to saronno ,091_0165,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 4 3 3 4
 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 4]",A YO TEYA ONE ONE SEVEN UH CONFERM ON COSSO SAONO
roger ,081_0606,[3 3 3 3 3 4],AH YOU
speedbird one two two rhein radar identified ,031_0500,"[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 3 3 3 3 3 4]",SPEED BARD ONE TWO TWO RIN RATA I DIN'T DEFINED
lufthansa eight two six eight confirm the rate of climb please ,051_0005,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4]",LOF TONS UH A TWO SIX ET CONFIRM YOUR RATE OF CLIM PLEASE
sabena seven eight one six contact rhein one two seven decimal three seven ,071_0259,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 4]",SAPINA SEVEN EIGHT ONE SIX CONTECTINE ONE TWO SEVEN DESMO THREE SEVEN
transwede one zero seven continue present heading until advised ,081_0559,"[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",TRANSREED ONE ZERO SEVEN CONTINUEA PERSON HEADING ON SEDAVISED
lufthansa four six five two zurich one three four six ,012_0100,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3
 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",LOFTONSA FOUR SIX FIVE TWO SEI ONE THREE FOUR SIX
alitalia three zero one bonjour cleared passeiry torino flight level three three zero ,081_0008,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 4]",I DI TEL YOUH TIS ONE MOSU CLEARED H BASEITOINO FLECI VIL TRETISO
malaysian four is identified good morning ,012_0273,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3
 3 3 3 3 4]",MALAYSIN FORCE IDENTIFIED IN THE MORNING
jet set one four two nine contact rhein one two seven three seven ,061_0559,"[3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",CHTS AT ONE FOUR TWO NINE ACUONTECT LINE ONE TWO SEVEN THREE SEVEN
alitalia one one nine descend to flight level two five zero ,081_0379,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3
 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",A D TEL O ONE ONE NINE THE DECENT FLIGHT LEVEL TWO FIVE ZERO
tag delta mike echo identified climb flight level two seven zero ,021_0251,"[3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",TO THERY TIME I ECO IDENTIFIED CLAMPIL OT OF A TWO SEVEN ZERO
malaysian four contact rhein one two seven three seven tschuss ,031_0293,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",MILAGIAN FOLK ON TEKTIAND ONE TO SEVEN THRE SEVENTROS
alitalia one three five in radar contact ,071_0114,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3
 3 3 3 4]",A YO TELL YOU ONE THREE FINE F FOU NAT AR CONTAC
aero lloyd five six two proceed from present position to hochwald hotel oscar charlie afterwards to st prex that is sierra papa romeo and then flight planned route ,021_0705,"[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4
 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3 4 3 3 4 3 3 3 3 4 3 3 3
 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3
 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4]",YEAH WILL ET FIVE SIX TWO PROSED FROM PRESENT POSITION TO HOVOLD HOTEL OSCA CHALI AFTERWARDS TO SANPE THAT I SEA PROPAOMIO AND THEN FLOOD PLENROOT
@aerovic one zero six one contact milan one three four five two bye ,101_0492,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4]",A  AK ONE GERO SIX ONE CONSAMALAN ONE TREE FULL FIVE TU BY
airfrans three five six climb to flight level three two zero ,081_0795,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3
 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",A FROST THREE FIVE SIX CLIMP TO FLIGHT LEVEL THREE TWO ZERO
india yankee juliett descend flight level two five zero ,081_0636,"[3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3
 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",IN TO A YOUNG CA JULIETTESIN FLOT OF A TWO FIVE YEAR OLD
alitalia four eight five descend to flight level two nine zero ,081_0886,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",U ITA FOUR EIGHT FIVE TY CENT FLAT LEVEL TWO NINEA ZERO
tarom three seven four proceed direct to kempten ,071_0100,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3
 4 3 3 4 3 3 3 3 3 3 3 4]",TALOM THREE SEVEN FOUR PLE SEE DIC TO KEMPTON
correct and continue climb now to flight level three four zero please ,111_0350,"[3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4]",CORRECT AND CONTINUE CLIMBING OUT TO FLY LEVEL THREE FOURS AT OL PLEASE
hapag lloyd one seven one ah roger what is your position ,091_0832,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3
 3 3 4 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 4]",HOWBUD I DO ONE SEVEN BONE UH ROGI WHAT IS YOUR POSITION
lufthansa five five zero four descend flight level two five zero your rate of descent at least two thousand five hundred ,101_0184,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3
 4 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3
 3 4 3 3 3 3 3 3 3 4]",NOFTONS A FIVE FIVE ZERO FORTY SEVEN FLIGHT LEVER TWO FIVE ZERO YOUR RATE OF DN AT EASE TWO THOUSAND FIVE HUNDRED
tag alitalia one four nine identified ,051_0568,"[3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3
 4]",SO GO O TEL YO ONE PON NINE IDENTIFY IT
swissair six five five two good morning roger ,111_0059,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 3 3 3 4]",SO IS A SIX FIVE FIVE TWO GOOD MORNING RODGER
tarom three seven two contact rhein one three two decimal four ,012_0183,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",TOW N TREE SEVEN TWO CONTECT LINE MON THREE TWO DO SOMEO FOUR
[EMPTY] ,101_0146,[ 3  5 19 23  6 17  3  4],
lufthansa four three nine zero identified climb flight level two seven two nine zero ,011_0167,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3
 4 3 3 3 3 4 3 3 3 3 4]",LEFTONS FOUR THREE NINEA ZERO IDENTIFIED CLIM FLOOD LEVEL TWO SEVEN TWO NINEA ZERO
delta india mike lima lima rhein radar identified ,011_0100,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 3 4 3 3 3 3 3 3 3 3 3 3 4]",TA INDIA MIKE LEMA LEMAA RIND RADA IDENTIFYED
alitalia two three four identified cleared aosta st prex rolampont climb to flight level three two zero ,071_0780,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",AND IT THA A TWO THREE FOUR IDENTIFID CLIFF ES UH SAMPE OLOPO CLIMB TO FLI LEVE TREE TOO SEO
alitalia three zero one bonjour identified maintain flight level three three zero cleared passeiry torino ,072_0014,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3
 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4]",THE A TREES TARE AONBOSO ANTIFITES ETNFLITABLE TREE TREES THERE OKLIA PASA RITORINO
sobelair two five five seven proceed direct to kempten ,061_0240,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 4]",SO BLAA TWO FIVE FIVE SEVEN BU SEE DOCTOR CEMPTON
aero lloyd five six two is identified climb to flight level two nine zero proceed direct to trasadingen ,011_0340,"[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4
 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4]",L OD FIVE SIX TO IS IDENTIFIED CLIMBE TOO FLIGHT LEVEL TWO NINEA ZERO PUS I DIK TO TONSETING AN
aero lloyd five nine zero climb flight level three one zero ,031_0077,"[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",AVALOID FIVE NINE O CERO CLAMFLI LIVE AT TREBON SERO
india oscar kilo milan one three four five two ciao ,092_0055,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",INJELSCAKILO MILAND ONE THREE FOUR FIVE TWO CHILD
that's fine ,021_0597,[ 3  3  3  3 26  3  4  3  3  3  3  4],THAT'S FINE
delta echo bravo report your heading ,011_0180,[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4],THEY'RE TACKLABLE ON  LE PUT YOU HEADING
[EMPTY] ,061_0340,[ 3  5 19 23  6 17  3  4],IH
iberia three four two two set course direct to trasadingen ,111_0118,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4
 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4]",YOU BE THE THREE FOUR TWO TWO SET COSTATIX O TROSDINGON
lufthansa four five seven five ah rhein on one three two decimal four good bye ,091_0216,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3
 3 3 4 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3
 4 3 3 3 4]",LOFSANSA FOUR FIVE SEVEN FIVE UH DRYING ON ONE THREE TWO DESIMAL FO GIN
sabena eight three zero contact rhein radar one two seven decimal three seven ,041_0594,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 3 4]",SOI MEAN A A TREE ZEGO CONTACTE INAT A ONE TWO SEVEN TO SOMEO THREE SEVEN
merair six nine five two contact zurich one three four decimal six ,051_0786,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3
 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",MAA SIX NINE F FIVE TWO CONTECT SILI ONE THREE FOUR DESEME SIX
sabena eight three six is identified ,051_0248,[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 4],SMEN NO EIGHT THREE SIX IS IDENTIFIED
netherlands four one four turn left to canne ,111_0145,"[3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3
 3 4 3 3 3 3 3 4]",NEATHERLAND'S FORD ONE FOURTUN LEFT TOO GUNNE
tag swissair six five two zero identified ,061_0013,"[3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 3 3 3 4]",TAX WAS AT SIX FIVE TWO ZERO IDENTIFIED
lufthansa triple five zero turn left heading two five five maintain level two eight zero ,101_0545,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4
 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",LOFTAN'S A TRIPLE FIVE SERO TURN LEFT IT IN TWO FIVE FIVE MAINTAIN LEVEL TWO EIGHT ZERO
tag lufthansa four two zero seven identified ,021_0204,"[3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 3 3 3 3 3 4]",TO LOOFED ON THE FOUR TO ZERO SEVEN IDENTIFIED
swissair nine three five two contact rhein one two seven three seven tschuss ,061_0022,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 3 3 4]",SO IS THAT NINE ON THREE FIVE TWO COULNT I CIN ONE TO SEVEN THREE SEVEN TRIS
and after trasadingen you're recleared direct to luxeuil ,091_1019,"[ 3  3  3  4  3  3  3  3  3  4  3  3  3  3  3  3  3  3  3  3  3  4  3  3
  3 26  3  3  4  3  3  3  3  3  3  3  3  3  4  3  3  3  3  3  3  4  3  3
  4  3  3  3  3  3  3  3  4]",AND AFTER TRANSLETTING  YOUR RECADE YOURECT TO LUKSO
