transcription,recording_id,model_transcription
adria one six two seven contact rhein radar one three two decimal four ,041_0651,adrea one six to seven contact rhein rad one three two decimal four
golf bravo victor juliett india is identified good afternoon ,051_0227,golfavo victor guuliet india sidentyfight good afternoon
steel eighty eight is identified ,012_0285,steel eighty eight is identified
india yankee juliett ,081_0629,ein'tye younge juded
airfrans one five five four contact milan one three four five two good bye ,091_0118,air frost one five five four contact milin one three four five two go bye
sobelair two five five seven contact rhein one three two decimal four ,061_0524,so bleyer two five five seven quentect rhein one three two dismal four
delta november alfa good afternoon radar contact maintain two nine zero call you back ,101_0507,delta november alfa grafternoon rate can sec maintain two nine zero co you at
lufthansa triple three zero climb to flight level three one zero ,071_0167,lufthansa triple tree zero climb flight level three one sev
jetaviation seven zero one direct ah fribourg ,081_0709,jetevation seven sure one direct freebook
lufthansa five two three six good afternoon radar contact ,071_0022,lufthansa five two three six good afternoon rideir contact
lufthansa four three nine three good morning radar contact ,092_0229,lufthansa four three nine three good morning radar contact
tarom three seven four proceed direct to tango ,061_0449,tarom three seven four procee direct to tango
air malta four five zero ah disregard ,111_0308,a malta four five set that disregard
air algerie two zero seven three is identified turn right to trasadingen climb flight level two seven zero ,051_0809,eir algereto zero seven three is identified to right to trasadingen climb flight level two seven zero
gulf air zero zero five good afternoon radar contact ,071_0086,galfersio sev five good afternoon reidac contact
alitalia one one nine own navigation saronno milan one three four five two ciao ,081_0392,alita one one nine rhein navigation are on no milan one three four five two the
malaysian two rhein radar identified ,051_0026,maleygian two rhein radar identified
alitalia four six nine reduce to decimal seven seven or less ,031_0733,alitalia four six nine are reduce two decimal seven seven or less
good morning blue five seven two radar contact continue descent to flight level two five zero ,081_0463,the morning blue five seven two radar chance contrivity sent flight level two five zero
berlin five two five five rhein one two seven three seven tschuss ,041_0219,berlin five two five five rhein one to seven three seven treeps
alitalia one five zero youre identified route trasadingen to karlsruhe climb to flight level three one zero ,091_1051,alitalia one five zero youre identified route transliting into charlsruey climb to flight level three one zero
jetcom one three three ah disregard ,101_0557,jet come one three three disregard
lufthansa eight two six eight fly heading one eight zero ,021_0362,lufthansa eight two six eighd fly heading one eight zero
p s a five two six hotel contact rhein one three two decimal four ,051_0112,belstar five two six hotel contact rhein one three two dismal four
lufthansa eight two six eight contact zurich one three four six tschuss ,051_0444,lufthansa eight two six eight contact tweerege one three four six stress
iberia three five three zero contact milan one three four five two adios ,101_0685,iberia three five three zero condec me line one three four five two reos
nato one zero contact rhein radar one two seven decimal three seven ,041_0700,nato one zero contact nine rada one two seven is not three seven
europa three six one good morning radar contact maintain flight level three four zero heading of five zero three five ,091_0484,europa three six one ge morning rhedair contact maintain flight of three four zero heading of five zero three five
ah roger call you back ,101_0114,u roger choior bank
lufthansa three five five six zurich on one three four six ,012_0146,lufthansa three five five six zurich on one three four six
alitalia one five zero roger squawk two seven four five ,101_0047,earlytalia one five zooro roger squawk two seven four five
correction k l m three four six left turn ten degrees ,071_0017,correction killem three four six left turn ten degrees
lufthansa three five six six climb to flight level three one zero ,111_0721,lufthansa three five six six climb to flight level three one zero
air malta one zero four for climb clearance contact radar one three three point four bye bye ,101_0128,a malta one zero four for climb pleons conserreig down one three three point four bye bine
alitalia four one three direct to trasadingen ,051_0626,alitalia four one three direct to trasadingen
lufthansa three five si six six contact zurich one three four six tschuss ,031_0204,lufthansa three five six six contact two rege one three four six stress
netherlands air force four one four descend with two thousand feet per minute or more ,051_0523,netherlands air force four one four descent was two thousand feet per minute more
lufthansa eight two six eight now proceed direct to trasadingen ,061_0202,lufthans eight two six eight now per sey diek to trasading
sunwing five two one two contact zurich one three four decimal six ,031_0756,sunwing five two one two contact zero he one three four decimal six
lufthansa four six five two good afternoon radar contact fly heading two one zero call you back with climb ,111_0529,lufthansa four six five two good afternoon rei down contact fly heading two one zero co but climb
lufthansa three six three eight guten morgen climb to flight level two seven zero ,021_0495,lufthansa three six three could morgan climb to flight level two seven cere
tag alitalia four eight five identified ,051_0497,taggelitaria phoid five identified
japan air four one nine contact milan one three four five two bye ,101_0308,japaneir four bye nine contact me line one three four five two bye
