transcription,recording_id,model_transcription
aero lloyd five nine zero good morning radar contact maintain flight level three one zero trasadingen canne ,091_0437,aero lloyd five nine zero good morning radar contact maintain flight level three one zero transating canne
lufthansa four six five two bonjour identified cleared passeiry la tour du pin flight level three zero zero stand by for higher ,072_0175,frnsair four six five two bonjour identifie clear pass tra tour du bye flight level three zero zero stand by f higher
saudia three four one good morning maintain flight level three three zero got radar contact ,081_0553,saudair three four one good morning maintain flight level three three zero got radar contact
britannia triple two alfa rhein radar identified ,031_0094,britannia triple two alfa rhein radar identified
jet set two zero seven ah turn left direct to hochwald ,101_0516,jetta two zero seven turn left direct to hohvalt
cross air six eight six contact marseille one two five eight five good bye ,071_0746,sair six eight six contact marseil one two five eight five good bye
jet set four four two good morning radar contact turn right by one five degrees and descend flight level three three zero ,081_0581,jessair four four two good morning radar contact turn right by one five degrees tun descend flight level three three zero
united six nine milan one three four five two good bye ,081_0365,united six niner milan one three four five two good bye
swissair nine three five two call rhein on one two seven three seven good day ,041_0420,swissair nine three five two call rhein on one two seven three seven good day
adria one six two seven contact rhein radar one three two decimal four ,041_0651,adria one six two seven contact rhein radar one three two decimal four
golf bravo victor juliett india is identified good afternoon ,051_0227,golfuaro victor juliett india sidentified good afternoon
steel eighty eight is identified ,012_0285,steel eighty eight is identified
india yankee juliett ,081_0629,india yankee judet
airfrans one five five four contact milan one three four five two good bye ,091_0118,airfrans one five five four contact milan one three four five two good bye
sobelair two five five seven contact rhein one three two decimal four ,061_0524,soblair two five five seven contact rhein one three two decimal four
delta november alfa good afternoon radar contact maintain two nine zero call you back ,101_0507,delsa novembia alfa good afternoon radar contact maintain two nine zero co you bit
lufthansa triple three zero climb to flight level three one zero ,071_0167,lufthansa triple three zero climb to flight level three one zero
jetaviation seven zero one direct ah fribourg ,081_0709,jetavation seven zero one direct tefleie book
lufthansa five two three six good afternoon radar contact ,071_0022,lufthansa five two three six good afternoon radar contact
lufthansa four three nine three good morning radar contact ,092_0229,lufthansa four three nine three good morning radar contact
tarom three seven four proceed direct to tango ,061_0449,tarom three seven four proceed direct to tango
air malta four five zero ah disregard ,111_0308,amalta four five zero that disregard
air algerie two zero seven three is identified turn right to trasadingen climb flight level two seven zero ,051_0809,air algerie two zero seven three is identified turn right to trasadingen climb flight level two seven zero
gulf air zero zero five good afternoon radar contact ,071_0086,gulf air zero zero five good afternoon radar contact
alitalia one one nine own navigation saronno milan one three four five two ciao ,081_0392,alitalia one one nine rown navigationsae rondo milan one three four five two towm
malaysian two rhein radar identified ,051_0026,malaysian two rhein radar identified
alitalia four six nine reduce to decimal seven seven or less ,031_0733,alitalia four six nine reduce two decimal seven seven less
good morning blue five seven two radar contact continue descent to flight level two five zero ,081_0463,good morning blue five seven two radar contact continue sent to flight level two five zero
berlin five two five five rhein one two seven three seven tschuss ,041_0219,berlin five two five five rhein one two seven three seven tschuss
alitalia one five zero youre identified route trasadingen to karlsruhe climb to flight level three one zero ,091_1051,alitalia one five zero youre identified route trasadinginto karlsrue climb to flight level three one zero
jetcom one three three ah disregard ,101_0557,jetcom one three three ah disregard
lufthansa eight two six eight fly heading one eight zero ,021_0362,lufthansa eight two six eight fly heading one eight zero
p s a five two six hotel contact rhein one three two decimal four ,051_0112,b s air five two six hotel contact rhein one three two decimal four
lufthansa eight two six eight contact zurich one three four six tschuss ,051_0444,lufthansa eight two six eight contact zurich one three four six tschuss
iberia three five three zero contact milan one three four five two adios ,101_0685,iberia three five three zero contact milan one three four five two adios
nato one zero contact rhein radar one two seven decimal three seven ,041_0700,nato one zero contact rhein radar one two seven decimal three seven
europa three six one good morning radar contact maintain flight level three four zero heading of five zero three five ,091_0484,aero bye three six one good morning radar contact maintain flight level three four zero heading of five zero three five
ah roger call you back ,101_0114,ah roger calyour bang
lufthansa three five five six zurich on one three four six ,012_0146,lufthansa three five five six zurich on one three four six
alitalia one five zero roger squawk two seven four five ,101_0047,alitalia one five zero roger squawk two seven four five
correction k l m three four six left turn ten degrees ,071_0017,correction k l m three four six left turn ten degrees
lufthansa three five six six climb to flight level three one zero ,111_0721,lufthansa three five six six climb to flight level three one zero
air malta one zero four for climb clearance contact radar one three three point four bye bye ,101_0128,ah malta one zero four for climb pian sconsav radar one three three point four bye bye
alitalia four one three direct to trasadingen ,051_0626,alitalia four one three direct to trasadingen
lufthansa three five si six six contact zurich one three four six tschuss ,031_0204,lufthansa three five six six six contact zurich one three four six tschuss
netherlands air force four one four descend with two thousand feet per minute or more ,051_0523,netherlands air force four one four descend with two thousand feet turn minute or more
lufthansa eight two six eight now proceed direct to trasadingen ,061_0202,lufthansa eight two six eight now proceed direct to trasading
sunwing five two one two contact zurich one three four decimal six ,031_0756,sunwing five two one two contact zero h one three four decimal six
lufthansa four six five two good afternoon radar contact fly heading two one zero call you back with climb ,111_0529,lufthansa four six five two good afternoon radar contact fly heading two one zero call you but the climb
lufthansa three six three eight guten morgen climb to flight level two seven zero ,021_0495,lufthansa three six three good morgan climb to flight level two seven zero
tag alitalia four eight five identified ,051_0497,tag alitalia four five identified
japan air four one nine contact milan one three four five two bye ,101_0308,japan air four one nine contact milan one three four five two bye
